name,min megahertz,max megahertz,min megabytes,max megabytes,min megatexels,max megatexels,VendorID,MinDeviceID,MaxDeviceID,Unsupported,Laptop,m_nDriverVersion_BuildHigh,m_nDriverVersion_BuildLow,m_nDriverVersion_Vista_BuildHigh,m_nDriverVersion_Vista_BuildLow,DefaultRes,MaxDxLevel,DxLevel,MakeMeLast,CentroidHack,NoUserClipPlanes,ConVar.mat_antialias,ConVar.r_fastzreject,ConVar.mat_reducefillrate,ConVar.mat_forceaniso,ConVar.mat_picmip,ConVar.mat_slopescaledepthbias_decal,ConVar.mat_slopescaledepthbias_normal,ConVar.mat_depthbias_decal,ConVar.mat_depthbias_normal,ConVar.mat_trilinear,ConVar.mat_forcehardwaresync,ConVar.mat_specular,ConVar.mat_parallaxmap,ConVar.r_shadowrendertotexture,ConVar.r_waterforceexpensive,ConVar.r_waterforcereflectentities,ConVar.r_rootlod,ConVar.mat_vsync,ConVar.mat_bumpmap,ConVar.r_screenfademinsize,ConVar.r_screenfademaxsize,ConVar.mat_softwarelighting,ConVar.dsp_off,ConVar.dsp_slow_cpu,ConVar.r_shadows,ConVar.r_drawdetailprops,ConVar.r_drawmodeldecals,ConVar.r_drawflecks,ConVar.props_break_max_pieces,ConVar.r_decal_cullsize,ConVar.sv_alternateticks,ConVar.r_dynamic,ConVar.cl_ejectbrass,ConVar.cl_detaildist,ConVar.cl_detailfade,ConVar.r_dopixelvisibility,ConVar.r_VehicleViewDampen,ConVar.mat_forcemanagedtextureintohardware,ConVar.mat_hdr_level,ConVar.r_overlayfademin,ConVar.r_overlayfademax,ConVar.mat_colorcorrection,ConVar.mat_disable_ps_patch,ConVar.mat_motion_blur_enabled,ConVar.r_flashlightdepthtexture,ConVar.mat_disablehwmorph,ConVar.r_portal_stencil_depth,ConVar.mat_tonemapping_occlusion_use_stencil,DisableShaderOptimizations
NVIDIA Quadro FX 580,,,,,,,0x10de,0x0659,0x0659,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro FX 1700M,,,,,,,0x10de,0x065a,0x065a,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9400,,,,,,,0x10de,0x065b,0x065b,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro FX 770M,,,,,,,0x10de,0x065c,0x065c,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9800,,,,,,,0x10de,0x065d,0x065d,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9600,,,,,,,0x10de,0x065f,0x065f,,,11,6371,11,6369,1600,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GTX 480,,,,,,,0x10de,0x06c0,0x06c0,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GTX 465,,,,,,,0x10de,0x06c4,0x06c4,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GTX 480M,,,,,,,0x10de,0x06ca,0x06ca,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GTX 470,,,,,,,0x10de,0x06cd,0x06cd,,,11,6371,11,6369,2560,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Tesla C2050,,,,,,,0x10de,0x06d1,0x06d1,,,11,6371,11,6369,2560,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro 4000,,,,,,,0x10de,0x06dd,0x06dd,,,11,6371,11,6369,800,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9400,,,,,,,0x10de,0x06e0,0x06e0,,,11,6371,11,6369,800,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9300,,,,,,,0x10de,0x06e1,0x06e1,,,11,6371,11,6369,800,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9300 GS,,,,,,,0x10de,0x06e1,0x06e1,,,11,6371,11,6369,800,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 8400,,,,,,,0x10de,0x06e2,0x06e4,,,11,6371,11,6369,800,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9300M,,,,,,,0x10de,0x06e5,0x06e5,,,11,6371,11,6369,1280,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce G100,,,,,,,0x10de,0x06e6,0x06e6,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9300,,,,,,,0x10de,0x06e7,0x06e7,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9200M,,,,,,,0x10de,0x06e8,0x06e8,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9300M,,,,,,,0x10de,0x06e9,0x06e9,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro NVS 150M,,,,,,,0x10de,0x06ea,0x06ea,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro NVS 160M,,,,,,,0x10de,0x06eb,0x06eb,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce G 105M,,,,,,,0x10de,0x06ec,0x06ec,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9500,,,,,,,0x10de,0x06ed,0x06ed,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9600,,,,,,,0x10de,0x06ee,0x06ee,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce G103M,,,,,,,0x10de,0x06ef,0x06ef,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce G105M,,,,,,,0x10de,0x06f1,0x06f1,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro NVS 420,,,,,,,0x10de,0x06f8,0x06f8,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro FX 370,,,,,,,0x10de,0x06f9,0x06f9,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro NVS 450,,,,,,,0x10de,0x06fa,0x06fa,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro FX 370M,,,,,,,0x10de,0x06fb,0x06fb,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro NVS 295,,,,,,,0x10de,0x06fd,0x06fd,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 7150,,,,,,,0x10de,0x07e0,0x07e0,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 7100,,,,,,,0x10de,0x07e1,0x07e1,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 7050,,,,,,,0x10de,0x07e2,0x07e3,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 7100,,,,,,,0x10de,0x07e5,0x07e5,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9100M,,,,,,,0x10de,0x0844,0x0844,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 8200M,,,,,,,0x10de,0x0845,0x0845,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9100,,,,,,,0x10de,0x0847,0x0847,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 8300,,,,,,,0x10de,0x0848,0x0848,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 8200,,,,,,,0x10de,0x0849,0x0849,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA nForce 730a,,,,,,,0x10de,0x084a,0x084a,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 8200,,,,,,,0x10de,0x084b,0x084b,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA nForce 780a SLI,,,,,,,0x10de,0x084c,0x084c,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA nForce 750a SLI,,,,,,,0x10de,0x084d,0x084d,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 8100,,,,,,,0x10de,0x084f,0x084f,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9300,,,,,,,0x10de,0x0860,0x0860,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9400,,,,,,,0x10de,0x0861,0x0861,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9400M,,,,,,,0x10de,0x0862,0x0863,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9300,,,,,,,0x10de,0x0864,0x0865,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9400M,,,,,,,0x10de,0x0866,0x0866,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9400,,,,,,,0x10de,0x0867,0x0867,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA nForce 760i SLI,,,,,,,0x10de,0x0868,0x0868,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9400,,,,,,,0x10de,0x0869,0x086a,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9300,,,,,,,0x10de,0x086c,0x086c,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9200,,,,,,,0x10de,0x086d,0x086d,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9100M,,,,,,,0x10de,0x086e,0x086e,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 8200M,,,,,,,0x10de,0x086f,0x086f,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9400M,,,,,,,0x10de,0x0870,0x0870,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9200,,,,,,,0x10de,0x0871,0x0871,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce G102M,,,,,,,0x10de,0x0873,0x0873,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA ION,,,,,,,0x10de,0x0874,0x0874,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA ION,,,,,,,0x10de,0x0876,0x0876,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro FX 470,,,,,,,0x10de,0x087a,0x087a,,,11,6371,11,6369,1600,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA ION,,,,,,,0x10de,0x087d,0x087f,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 320M,,,,,,,0x10de,0x08a0,0x08a0,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 220,,,,,,,0x10de,0x0a20,0x0a20,,,11,6371,11,6369,1600,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 330M,,,,,,,0x10de,0x0a21,0x0a21,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 315,,,,,,,0x10de,0x0a22,0x0a22,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 210,,,,,,,0x10de,0x0a23,0x0a23,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 230M,,,,,,,0x10de,0x0a28,0x0a28,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 330M,,,,,,,0x10de,0x0a29,0x0a29,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 230M,,,,,,,0x10de,0x0a2a,0x0a2a,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 330M,,,,,,,0x10de,0x0a2b,0x0a2b,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA NVS 5100M,,,,,,,0x10de,0x0a2c,0x0a2c,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 320M,,,,,,,0x10de,0x0a2d,0x0a2d,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 240M,,,,,,,0x10de,0x0a34,0x0a34,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 325M,,,,,,,0x10de,0x0a35,0x0a35,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro FX 880M,,,,,,,0x10de,0x0a3c,0x0a3c,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce G210,,,,,,,0x10de,0x0a60,0x0a60,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 205,,,,,,,0x10de,0x0a62,0x0a62,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 310,,,,,,,0x10de,0x0a63,0x0a63,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA ION,,,,,,,0x10de,0x0a64,0x0a64,,,11,6371,11,6369,800,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 210,,,,,,,0x10de,0x0a65,0x0a65,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 310,,,,,,,0x10de,0x0a66,0x0a66,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 315,,,,,,,0x10de,0x0a67,0x0a67,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce G105M,,,,,,,0x10de,0x0a68,0x0a69,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA NVS 2100M,,,,,,,0x10de,0x0a6a,0x0a6a,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA NVS 3100M,,,,,,,0x10de,0x0a6c,0x0a6c,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA ION,,,,,,,0x10de,0x0a6f,0x0a6f,,,11,6371,11,6369,800,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 310M,,,,,,,0x10de,0x0a70,0x0a70,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 310M,,,,,,,0x10de,0x0a72,0x0a72,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce G210M,,,,,,,0x10de,0x0a74,0x0a74,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 310M,,,,,,,0x10de,0x0a75,0x0a75,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA ION,,,,,,,0x10de,0x0a76,0x0a76,,,11,6371,11,6369,800,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro FX 380 LP,,,,,,,0x10de,0x0a78,0x0a78,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro FX 380M,,,,,,,0x10de,0x0a7c,0x0a7c,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 330,,,,,,,0x10de,0x0ca0,0x0ca0,,,11,6371,11,6369,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 320,,,,,,,0x10de,0x0ca2,0x0ca2,,,11,6371,11,6369,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 240,,,,,,,0x10de,0x0ca3,0x0ca3,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 340,,,,,,,0x10de,0x0ca4,0x0ca4,,,11,6371,11,6369,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 220,,,,,,,0x10de,0x0ca5,0x0ca5,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 330,,,,,,,0x10de,0x0ca7,0x0ca7,,,11,6371,11,6369,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GTS 250M,,,,,,,0x10de,0x0ca9,0x0ca9,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 335M,,,,,,,0x10de,0x0caf,0x0caf,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GTS 350M,,,,,,,0x10de,0x0cb0,0x0cb0,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GTS 360M,,,,,,,0x10de,0x0cb1,0x0cb1,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro FX 1800M,,,,,,,0x10de,0x0cbc,0x0cbc,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 440,,,,,,,0x10de,0x0dc0,0x0dc0,,,11,6371,11,6369,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GTS 450,,,,,,,0x10de,0x0dc4,0x0dc6,,,11,6371,11,6369,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 555M,,,,,,,0x10de,0x0dce,0x0dce,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GTX 460M,,,,,,,0x10de,0x0dd1,0x0dd1,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 445M,,,,,,,0x10de,0x0dd2,0x0dd2,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro 2000,,,,,,,0x10de,0x0dd8,0x0dd8,,,11,6371,11,6369,1600,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 440,,,,,,,0x10de,0x0de0,0x0de0,,,11,6371,11,6369,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 430,,,,,,,0x10de,0x0de1,0x0de1,,,11,6371,11,6369,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 425M,,,,,,,0x10de,0x0df0,0x0df0,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 420M,,,,,,,0x10de,0x0df1,0x0df1,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
